,symbol,concept,contexts,types,label
13766,vajra,agni,buddhist @ hindu,AttributeSimulation,Agni
13767,halfLionHalfMan,agni,hindu,Simulation,Agni
13768,azadirachtaIndica,kannakiAmman,hindu,Simulation,Kannaki Amman
13769,anklet,kannakiAmman,hindu,Simulation,Kannaki Amman
13770,azadirachtaIndica,pattini,buddhism,Simulation,Pattini
13771,anklet,pattini,buddhism,Simulation,Pattini
13772,aziDahak,enemyOfTheSunGod,persian,Simulation,enemy of the sun god
13773,turtle,enemyOfTheSunGod,egyptian,Simulation,enemy of the sun god
13774,azureBlue,intuitiveConviction,islamic,Simulation,intuitive conviction
13775,b,equivalentTo2,generalOrUnknown,Simulation,equivalent to -2
13776,b,highPriestess,tarot,Simulation,High Priestess
13777,b,occasionalRomanNumeralFor300,medieval,Simulation,occasional Roman numeral for 300
13778,babyTeeth,immatureWordsIdeas,generalOrUnknown,Simulation,"immature words, ideas"
13779,badger,falseAllurement,japanese,Simulation,false allurement
13780,badger,forecasterOfWeather,generalOrUnknown,Simulation,forecaster of weather
13781,badger,mirage,japanese,Simulation,mirage
13782,badger,moritasgus,celtic,AssociationSimulation,Moritasgus
13783,badger,steedOfAvaricePersonified,generalOrUnknown,Simulation,steed of Avarice personified
13784,badger,theSolitaryLife,generalOrUnknown,Simulation,the solitary life
13785,badgerTracks,luckyOmen,northAmericanIndian,Simulation,lucky omen
13786,carp,luckyOmen,chinese,Simulation,lucky omen
13787,chimneySweep,luckyOmen,generalOrUnknown,Simulation,lucky omen
13788,whiteRat,luckyOmen,grecoRoman,Simulation,lucky omen
13789,baking,loveMaking,generalOrUnknown,Simulation,love making
13790,baking,pregnancy,generalOrUnknown,Simulation,pregnancy
13791,serpent,pregnancy,australianAboriginal @ oceanic,AssociationSimulation,pregnancy
13792,pickingPlaintains,pregnancy,chinese,Simulation,pregnancy
13793,snail,pregnancy,aztecan,Simulation,pregnancy
13794,fullSail,pregnancy,generalOrUnknown,Simulation,pregnancy
13795,seaSnail,pregnancy,aztecan,Simulation,pregnancy
13796,balances,judicialCourts,generalOrUnknown,AttributeSimulation,judicial courts
13797,balances,theEquilibriumOfOpposites,generalOrUnknown,Simulation,the equilibrium of opposites
13798,balances,theKshatriyaCaste,hindu,AssociationSimulation,the Kshatriya caste
13799,b,cooperation,generalOrUnknown,AssociationSimulation,cooperation
13800,bee,cooperation,christian,Simulation,cooperation
13801,beehive,cooperation,generalOrUnknown,Simulation,cooperation
13802,heartsPlayingCards,cooperation,generalOrUnknown,AssociationSimulation,cooperation
13803,2,cooperation,generalOrUnknown,AssociationSimulation,cooperation
13804,k,cooperation,generalOrUnknown,AssociationSimulation,cooperation
13805,roundTable,cooperation,generalOrUnknown,Simulation,cooperation
13806,t,cooperation,generalOrUnknown,AssociationSimulation,cooperation
13807,b,emotion,generalOrUnknown,AssociationSimulation,emotion
13808,heartsPlayingCards,emotion,generalOrUnknown,AssociationSimulation,emotion
13809,moon,emotion,generalOrUnknown,AssociationSimulation,emotion
13810,2,emotion,generalOrUnknown,AssociationSimulation,emotion
13811,555,emotion,generalOrUnknown,AssociationSimulation,emotion
13812,red,emotion,generalOrUnknown,Simulation,emotion
13813,b,science,generalOrUnknown,AssociationSimulation,science
13814,blue,science,heraldic,Simulation,science
13815,compasses,science,generalOrUnknown,Simulation,science
13816,dog,science,generalOrUnknown,Simulation,science
13817,torch,science,heraldic,Simulation,science
13818,b,spirit,generalOrUnknown,AssociationSimulation,spirit
13819,breath,spirit,generalOrUnknown,Simulation,spirit
13820,hood,spirit,generalOrUnknown,Simulation,spirit
13821,king,spirit,generalOrUnknown,Simulation,spirit
13822,1,spirit,pythagorean,Simulation,spirit
13823,fourGardensOfParadise,spirit,islamic,Simulation,spirit
13824,spiral,spirit,generalOrUnknown,Simulation,spirit
13825,b,theSavior,generalOrUnknown,AssociationSimulation,the savior
13826,pearl,theSavior,persian,Simulation,the savior
13827,word,theSavior,generalOrUnknown,Simulation,the savior
13828,badger,ferocity,generalOrUnknown,Simulation,ferocity
13829,boar,ferocity,christian,Simulation,ferocity
13830,fire,ferocity,chinese,Simulation,ferocity
13831,lion,ferocity,generalOrUnknown @ heraldic,Simulation,ferocity
13832,leopard,ferocity,chinese @ generalOrUnknown,Simulation,ferocity
13833,tiger,ferocity,generalOrUnknown,Simulation,ferocity
13834,wolf,ferocity,generalOrUnknown,Simulation,ferocity
13835,claw,ferocity,generalOrUnknown,Simulation,ferocity
13836,hawk,ferocity,generalOrUnknown,Simulation,ferocity
13837,panther,ferocity,chinese,Simulation,ferocity
13838,impureOrange,ferocity,generalOrUnknown,Simulation,ferocity
13839,lynx,ferocity,generalOrUnknown,Simulation,ferocity
13840,badger,hostility,generalOrUnknown,Simulation,hostility
13841,bonaparteNapoleon,hostility,generalOrUnknown,Simulation,hostility
13842,badger,independence,generalOrUnknown,Simulation,independence
13843,cat,independence,generalOrUnknown,Simulation,independence
13844,beggar,independence,generalOrUnknown,Simulation,independence
13845,clouds,independence,generalOrUnknown,Simulation,independence
13846,plum,independence,christian,Simulation,independence
13847,acorn,independence,generalOrUnknown,Simulation,independence
13848,sagittarius,independence,generalOrUnknown,AssociationSimulation,independence
13849,whiteOak,independence,flowerLanguage,Simulation,independence
13850,wildPlumTree,independence,flowerLanguage,Simulation,independence
13851,handsOnHips,independence,generalOrUnknown,Simulation,independence
13852,larch,independence,generalOrUnknown,Simulation,independence
13853,rattlesnake,independence,generalOrUnknown,Simulation,independence
13854,badger,laziness,generalOrUnknown,Simulation,laziness
13855,cat,laziness,christian,Simulation,laziness
13856,ibis,laziness,christian @ grecoRoman,Simulation,laziness
13857,vegetation,laziness,generalOrUnknown,Simulation,laziness
13858,worm,laziness,generalOrUnknown,Simulation,laziness
13859,crayfish,laziness,generalOrUnknown,Simulation,laziness
13860,ireland,laziness,generalOrUnknown,AssociationSimulation,laziness
13861,snail,laziness,generalOrUnknown,Simulation,laziness
13862,taurus,laziness,generalOrUnknown,AssociationSimulation,laziness
13863,trampHobo,laziness,generalOrUnknown,Simulation,laziness
13864,badger,playfulness,chinese,Simulation,playfulness
13865,cat,playfulness,generalOrUnknown,Simulation,playfulness
13866,hyacinthFlower,playfulness,heraldic,Simulation,playfulness
13867,kitten,playfulness,generalOrUnknown,Simulation,playfulness
13868,otter,playfulness,generalOrUnknown,Simulation,playfulness
13869,squirrel,playfulness,generalOrUnknown,Simulation,playfulness
13870,tickling,playfulness,generalOrUnknown,Simulation,playfulness
13871,wisteria,playfulness,heraldic,Simulation,playfulness
13872,badger,savagery,generalOrUnknown,Simulation,savagery
13873,tiger,savagery,generalOrUnknown,Simulation,savagery
13874,badger,selfSatisfaction,japanese,EmblematicSimulation,self-satisfaction
13875,clam,selfSatisfaction,generalOrUnknown,Simulation,self-satisfaction
13876,badger,suspicion,generalOrUnknown,Simulation,suspicion
13877,mushroom,suspicion,generalOrUnknown,Simulation,suspicion
13878,rabbit,suspicion,generalOrUnknown,Simulation,suspicion
13879,lynx,suspicion,generalOrUnknown,Simulation,suspicion
13880,bagpipe,amusement,celtic,AssociationSimulation,amusement
13881,bladderNut,amusement,flowerLanguage,Simulation,amusement
13882,popinjay,amusement,generalOrUnknown,Simulation,amusement
13883,bagpipe,peasants,generalOrUnknown,AssociationSimulation,peasants
13884,clubsPlayingCards,peasants,generalOrUnknown,AssociationSimulation,peasants
13885,blueClothes,peasants,european,AttributeSimulation,peasants
13886,turnip,peasants,generalOrUnknown,AssociationSimulation,peasants
13887,bagpipe,scotland,generalOrUnknown,AssociationSimulation,Scotland
13888,crownOfScotland,scotland,generalOrUnknown,Simulation,Scotland
13889,flagOfScotland,scotland,generalOrUnknown,Simulation,Scotland
13890,greatHighlandBagpipe,scotland,generalOrUnknown,Simulation,Scotland
13891,flowerOfScotland,scotland,generalOrUnknown,Simulation,Scotland
13892,greatSealOfScotland,scotland,generalOrUnknown,Simulation,Scotland
13893,honoursOfScotland,scotland,generalOrUnknown,Simulation,Scotland
13894,nationalAnthemOfScotland,scotland,generalOrUnknown,Simulation,Scotland
13895,plaid,scotland,generalOrUnknown,AssociationSimulation,Scotland
13896,royalArmsOfScotland,scotland,generalOrUnknown,Simulation,Scotland
13897,royalBannerOfScotland,scotland,generalOrUnknown,Simulation,Scotland
13898,scotlandTheBrave,scotland,generalOrUnknown,Simulation,Scotland
13899,thistle,scotland,generalOrUnknown,EmblematicSimulation @ Simulation,Scotland
13900,heather,scotland,generalOrUnknown,EmblematicSimulation,Scotland
13901,inMyDefensGodMeDefend,scotland,generalOrUnknown,Simulation,Scotland
13902,grouseBird,scotland,generalOrUnknown,EmblematicSimulation,Scotland
13903,nemoMeImpuneLacessit,scotland,generalOrUnknown,Simulation,Scotland
13904,unicorn,scotland,generalOrUnknown,Simulation,Scotland
13905,godSaveTheQueen,scotland,generalOrUnknown,Simulation,Scotland
13906,bagpipe,shepherds,generalOrUnknown,AssociationSimulation,shepherds
13907,crosier,shepherds,generalOrUnknown,AttributeSimulation,shepherds
13908,staff,shepherds,generalOrUnknown,AttributeSimulation,shepherds
13909,pipeMusical,shepherds,generalOrUnknown,AttributeSimulation,shepherds
13910,tent,shepherds,generalOrUnknown,AssociationSimulation,shepherds
13911,syrinx,shepherds,generalOrUnknown,AttributeSimulation,shepherds
13912,bagpipe,wind,generalOrUnknown,Simulation,wind
13913,bird,wind,generalOrUnknown,Simulation,wind
13914,cat,wind,norse,AssociationSimulation,wind
13915,fan,wind,generalOrUnknown,Simulation,wind
13916,flute,wind,generalOrUnknown,Simulation,wind
13917,feather,wind,generalOrUnknown,Simulation,wind
13918,bullroarer,wind,generalOrUnknown,Simulation,wind
13919,earthElement,wind,chinese,Simulation,wind
13920,falcon,wind,generalOrUnknown,Simulation,wind
13921,geese,wind,generalOrUnknown,Simulation,wind
13922,vulture,wind,generalOrUnknown,Simulation,wind
13923,whirlwind,wind,generalOrUnknown,AssociationSimulation,wind
13924,plumedSerpent,wind,aztecan,Simulation,wind
13925,futen,wind,japanese,Simulation,wind
13926,balances,androgyny,generalOrUnknown,Simulation,androgyny
13927,apricot,androgyny,generalOrUnknown,Simulation,androgyny
13928,batAnimal,androgyny,alchemic,Simulation,androgyny
13929,arum,androgyny,generalOrUnknown,Simulation,androgyny
13930,bee,androgyny,mithraic,Simulation,androgyny
13931,cross,androgyny,generalOrUnknown,Simulation,androgyny
13932,eyes,androgyny,generalOrUnknown,Simulation,androgyny
13933,cypressSurmountedByTheSunOrMoon,androgyny,generalOrUnknown,Simulation,androgyny
13934,hexagram,androgyny,generalOrUnknown,Simulation,androgyny
13935,lotus,androgyny,generalOrUnknown,Simulation,androgyny
13936,pyramid,androgyny,generalOrUnknown,Simulation,androgyny
13937,palmTree,androgyny,generalOrUnknown,Simulation,androgyny
13938,serpent,androgyny,generalOrUnknown,Simulation,androgyny
13939,swan,androgyny,generalOrUnknown,Simulation,androgyny
13940,10,androgyny,generalOrUnknown,AssociationSimulation,androgyny
13941,breadAndWine,androgyny,generalOrUnknown,Simulation,androgyny
13942,doubleSpiral,androgyny,chinese @ generalOrUnknown,Simulation,androgyny
13943,dragonAndPhoenix,androgyny,chinese,Simulation,androgyny
13944,fleurDeLis,androgyny,generalOrUnknown,Simulation,androgyny
13945,fir,androgyny,generalOrUnknown,Simulation,androgyny
13946,krishna,androgyny,hindu,Simulation,androgyny
13947,mastOnAShip,androgyny,generalOrUnknown,Simulation,androgyny
13948,mercurius,androgyny,alchemic,Simulation,androgyny
13949,lute,androgyny,generalOrUnknown,Simulation,androgyny
13950,roundTowerSurmountedByCrescent,androgyny,generalOrUnknown,Simulation,androgyny
13951,scarab,androgyny,generalOrUnknown,Simulation,androgyny
13952,spottedCow,androgyny,hindu,AssociationSimulation,androgyny
13953,transvestitism,androgyny,generalOrUnknown,Simulation,androgyny
13954,violin,androgyny,generalOrUnknown,Simulation,androgyny
13955,tiresias,androgyny,greek,Simulation,androgyny
13956,y,androgyny,alchemic,Simulation,androgyny
13957,yinAndYang,androgyny,generalOrUnknown,Simulation,androgyny
13958,hearthFire,androgyny,generalOrUnknown,Simulation,androgyny
13959,lozengeShapedOrnamentsOnASerpent,androgyny,generalOrUnknown,Simulation,androgyny
13960,kingAndQueen,androgyny,generalOrUnknown,Simulation,androgyny
13961,ouroboros,androgyny,generalOrUnknown,Simulation,androgyny
13962,seaSnail,androgyny,generalOrUnknown,Simulation,androgyny
13963,wingedLion,androgyny,generalOrUnknown,Simulation,androgyny
13964,shovel,androgyny,generalOrUnknown,Simulation,androgyny
13965,serpentWithLozengeShapedOrnaments,androgyny,generalOrUnknown,Simulation,androgyny
13966,turtle,androgyny,generalOrUnknown,Simulation,androgyny
13967,balances,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13968,black,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13969,compasses,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13970,crow,cronusSaturn,grecoRoman,RelatednessSimulation,Cronus/Saturn
13971,hyacinthFlower,cronusSaturn,grecoRoman,EmblematicSimulation,Cronus/Saturn
13972,hood,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13973,raven,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13974,serpent,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13975,stone,cronusSaturn,grecoRoman,AssociationSimulation,Cronus/Saturn
13976,skeleton,cronusSaturn,grecoRoman,AssociationSimulation,Cronus/Saturn
13977,crutch,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13978,entanglement,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13979,grapes,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13980,manWithCrowSHead,cronusSaturn,grecoRoman,Simulation,Cronus/Saturn
13981,oar,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13982,oldManWithAScythe,cronusSaturn,grecoRoman,Simulation,Cronus/Saturn
13983,saturday,cronusSaturn,generalOrUnknown,AssociationSimulation,Cronus/Saturn
13984,saturnPlanet,cronusSaturn,generalOrUnknown,AssociationSimulation,Cronus/Saturn
13985,sickle,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13986,wheat,cronusSaturn,grecoRoman,AttributeSimulation,Cronus/Saturn
13987,wolfsbane,cronusSaturn,grecoRoman,AssociationSimulation,Cronus/Saturn
13988,kingOfSpades,cronusSaturn,generalOrUnknown,AssociationSimulation,Cronus/Saturn
13989,middleFinger,cronusSaturn,grecoRoman,AssociationSimulation,Cronus/Saturn
13990,balances,economy,generalOrUnknown,Simulation,economy
13991,bee,economy,christian,Simulation,economy
13992,ringFinger,economy,generalOrUnknown,AssociationSimulation,economy
13993,balances,equality,generalOrUnknown,Simulation,equality
13994,swallowBird,equality,generalOrUnknown,Simulation,equality
13995,levelTool,equality,generalOrUnknown,Simulation,equality
13996,lincolnAbraham,equality,american,Simulation,equality
13997,roundTable,equality,generalOrUnknown,Simulation,equality
13998,balances,equilibrium,generalOrUnknown,Simulation,equilibrium
13999,throne,equilibrium,generalOrUnknown,Simulation,equilibrium
14000,2,equilibrium,generalOrUnknown,Simulation,equilibrium
14001,6,equilibrium,generalOrUnknown,AssociationSimulation,equilibrium
14002,goldenOriole,equilibrium,northAmericanIndian,Simulation,equilibrium
14003,torch,equilibrium,kabalistic,Simulation,equilibrium
14004,trefoilDesign,equilibrium,generalOrUnknown,Simulation,equilibrium
14005,threePillars,equilibrium,generalOrUnknown,Simulation,equilibrium
14006,balances,hermesMercury,grecoRoman,AttributeSimulation,Hermes/Mercury
14007,clubBat,hermesMercury,grecoRoman,AttributeSimulation,Hermes/Mercury
14008,dog,hermesMercury,grecoRoman,AttributeSimulation,Hermes/Mercury
14009,cow,hermesMercury,grecoRoman,AttributeSimulation,Hermes/Mercury
14010,cairnOfStones,hermesMercury,grecoRoman,Simulation,Hermes/Mercury
14011,caduceus,hermesMercury,grecoRoman,AttributeSimulation,Hermes/Mercury
14012,chains,hermesMercury,grecoRoman,AttributeSimulation,Hermes/Mercury
14013,fire,hermesMercury,grecoRoman,AttributeSimulation,Hermes/Mercury
14014,cypress,hermesMercury,grecoRoman,AttributeSimulation,Hermes/Mercury
14015,flute,hermesMercury,grecoRoman,AttributeSimulation,Hermes/Mercury
14016,cup,hermesMercury,grecoRoman,AttributeSimulation,Hermes/Mercury
