symbol,concept,contexts,types
cowry,theFemininePowerOfWater,generalOrUnknown,Simulation
cowslip,divineBeauty,flowerLanguage,Simulation
cowslip,earlyJoysParticularlyOfYouth,flowerLanguage,Simulation
cowslip,rusticity,generalOrUnknown,Simulation
cowslip,winningGrace,flowerLanguage,Simulation
coyote,floodBringer,northAmericanIndian,Simulation
coyote,guideOutOfDanger,northAmericanIndian,Simulation
coyote,heroSavior,northAmericanIndian,Simulation
coyote,lover,northAmericanIndian,Simulation
coyote,obstructsHeroGodsResponsibleForCreation,northAmericanIndian,Simulation
coyote,transformer,northAmericanIndian,Simulation
crabApple,foolishOldPeople,generalOrUnknown,Simulation
crabApple,perpetualPeace,chinese,Simulation
cincture,truth,generalOrUnknown,Simulation
cinderella,humanMetamorphosis,generalOrUnknown,Simulation
cinderella,rebirth,generalOrUnknown,Simulation
cinderella,transformation,generalOrUnknown,Simulation
cinnabarOrange,immortality,generalOrUnknown,Simulation
cinnabarOrange,lucky,generalOrUnknown,Simulation
cinquefoilPlant,death,generalOrUnknown,Simulation
cinquefoilPlant,hope,heraldic,Simulation
cinquefoilPlant,joy,heraldic,Simulation
cornucopia,thanksgiving,generalOrUnknown,Simulation
cornucopia,thePersonificationsOfAutumn,generalOrUnknown,AttributeSimulation
cornucopia,tycheFortuna,grecoRoman,AttributeSimulation
cornucopia,zephyr,grecoRoman,AttributeSimulation
corrosion,destruction,generalOrUnknown,Simulation
corrosion,infirmity,generalOrUnknown,Simulation
corrosion,suffering,generalOrUnknown,Simulation
corset,protection,generalOrUnknown,Simulation
corset,support,generalOrUnknown,Simulation
cosmetics,aLooseWoman,generalOrUnknown,AttributeSimulation
cosmetics,deceit,generalOrUnknown,Simulation
cosmetics,depersonalization,generalOrUnknown,Simulation
cosmetics,disloyalty,generalOrUnknown,Simulation
cosmetics,foolishness,generalOrUnknown,Simulation
cosmetics,lust,generalOrUnknown,Simulation
cosmetics,seduction,generalOrUnknown,Simulation
cosmetics,sorrow,generalOrUnknown,Simulation
cosmetics,trickery,generalOrUnknown,Simulation
cosmetics,vanity,generalOrUnknown,Simulation
cosmetics,wantonness,generalOrUnknown,Simulation
cosmeticsJar,devi,hindu,AttributeSimulation
cosmicTree,theUniverse,islamic,Simulation
cotton,theSouth,american,EmblematicSimulation
cottonBlossoms,happiness,generalOrUnknown,Simulation
counterclockwiseSpiral,death,generalOrUnknown,Simulation
counterclockwiseSpiral,destruction,generalOrUnknown,Simulation
counterclockwiseSpiral,involution,generalOrUnknown,Simulation
counterclockwiseSpiral,poseidonNeptune,grecoRoman,AttributeSimulation
counterclockwiseSpiral,whirlpool,generalOrUnknown,Simulation
counterclockwiseSwastika,blackMagic,generalOrUnknown,Simulation
counterclockwiseSwastika,darkness,generalOrUnknown,Simulation
counterclockwiseSwastika,death,generalOrUnknown,Simulation
counterclockwiseSwastika,decay,generalOrUnknown,Simulation
counterclockwiseSwastika,naziGermany,generalOrUnknown,EmblematicSimulation
counterclockwiseSwastika,unlucky,generalOrUnknown,Simulation
counterclockwiseSwastika,yin,chinese,Simulation
covenant,betaSigmaOmicron,heraldic,Simulation
coveringABeard,mourning,jewish @ sumerosemitic,Simulation
coveringABeard,sorrow,jewish @ sumerosemitic,Simulation
coveringMuchOfTheBody,stealth,generalOrUnknown,Simulation
coveringOneSFaceHeartOrFlanksWithFat,presumption,generalOrUnknown,Simulation
cowboy,guardian,generalOrUnknown,Simulation
cowHorns,hathor,egyptian,AttributeSimulation
cowHorns,isis,egyptian,AttributeSimulation
cowHorns,lunar,egyptian,Simulation
cowHorns,nut,egyptian,AttributeSimulation
cowHorns,theCrescentMoon,generalOrUnknown,Simulation
cowry,childbirth,generalOrUnknown,Simulation
cowry,fertility,generalOrUnknown,Simulation
cowry,lucky,generalOrUnknown,Simulation
cowry,theFemininePrinciple,generalOrUnknown,Simulation
cowry,theGreatMother,generalOrUnknown,Simulation
cowry,vulva,generalOrUnknown,Simulation
cowry,wealth,generalOrUnknown,Simulation
cowslip,angel,flowerLanguage,Simulation
cowslip,comeliness,generalOrUnknown,Simulation
cowslip,divinity,flowerLanguage,Simulation
cowslip,grace,generalOrUnknown,Simulation
cowslip,innocence,heraldic,Simulation
cowslip,pensiveness,flowerLanguage @ generalOrUnknown,Simulation
cowslip,youngLove,heraldic,Simulation
cowslip,youth,heraldic,Simulation
chrysolite,charm,generalOrUnknown,ProtectionSimulation
crossroads,aHolyPlace,african,Simulation
crossroads,aPlaceToSafelyDisposeOfPossessionsOfTheDeadIllegitimateAndDeformedBabiesAnythingThatIsUnclean,african,Simulation
crossroads,burialPlaceForFelonsSuicidesVampiresMurderers,generalOrUnknown,Simulation
crowBeforeTheSun,aHolyCrow,shintoist,Simulation
crowingHen,aBoldWoman,generalOrUnknown,Simulation
crossedLegsRightOverLeft,knightsTemplar,art,Simulation
crossedLegsRightOverLeft,noblemen,art,Simulation
crossedLegsRightOverLeft,thePostureOfCrusaders,art,Simulation
crossedSwords,militaryStrategyOrPower,generalOrUnknown,Simulation
crossingAPerilousBridge,proofOfSpiritualWorth,generalOrUnknown,Simulation
crossingAPerilousBridge,returnToTheLostParadise,generalOrUnknown,Simulation
crossingAPerilousBridge,theWayToEnlightenment,generalOrUnknown,Simulation
crossletFitche,crossAndSword,heraldic,Simulation
crossletFitche,unshakeableFaith,heraldic,Simulation
crossOfLight,jesusTheSplendour,manichaean,Simulation
crossOfLight,theLightThatPenetratesAllNature,manichean,Simulation
crossOfLight,theSufferingJesus,manichean,Simulation
crossroads,dwellingPlaceOfTheGods,african,Simulation
crossroads,intersectionOrConjunctionOfAnyBinaryFormSpaceTimeBodySpirit,generalOrUnknown,Simulation
crossroads,meetingPlaceOfDemonsWitchesFairiesGhosts,generalOrUnknown,Simulation
crossroads,placeOfEncounterWithFate,grecoRoman,Simulation
crossroads,placeOfMagicPowerManifestationRevelation,generalOrUnknown,Simulation
crossroads,placeWhereTheSpiritsOfWomenWhoDiedInChildbirthAppearedAtDusk,aztecan,Simulation
crossroads,sacredToHecateHermesMercuryTheLares,grecoRoman,Simulation
crowingHen,anUnluckyOmen,generalOrUnknown,Simulation
crowingHen,feminineDominion,generalOrUnknown,Simulation
crowingHen,theRuinOfAFamily,chinese,Simulation
crownAndScepter,deborah,jewish,AttributeSimulation
crownAndScepter,melchizedekAtHisFeet,jewish,AttributeSimulation
crownedEagleAndLion,theVolatileAndFixedRespectively,alchemic,Simulation
crownedEagleAndLion,windAndEarthRespectively,alchemic,Simulation
crownOfBayLaurel,dante,generalOrUnknown,AttributeSimulation
crownOfBayLaurel,fameWithTrumpet,generalOrUnknown,AttributeSimulation
crownOfBayLaurel,thePersonificationsOfVictory,generalOrUnknown,AttributeSimulation
crownOfBayLaurel,truthNaked,generalOrUnknown,AttributeSimulation
crownOfFeathers,americaBothContinentsPersonified,generalOrUnknown,AttributeSimulation
crownOfOlivesWithCrownOfWildOlives,jupiterAndJuno,grecoRoman,Simulation
crownOfOlivesWithCrownOfWildOlives,theSacredMarriageOfZeusAndHera,grecoRoman,Simulation
crownOfPoplarLeaves,heraclesHerculesInHisDescentToHades,grecoRoman,AttributeSimulation
crownOfPoplarLeaves,hisDescentToHades,grecoRoman,AttributeSimulation
crownOfRoses,comus,grecoRoman,AttributeSimulation
crownOfRoses,dorothea,christian,Simulation
crownOfRoses,flavia,christian,Simulation
crownOfRoses,ssCasimir,christian,AttributeSimulation
crownOfStars,theVirginMaryEspeciallyWithLilies,christian,AttributeSimulation
crownOfStars,virginMartyrsUsuallyHeldInTheHand,christian,Simulation
crownOfTenDoubleOstrichPlumes,powerToDivideTheHeavensAndEnterThem,egyptian,Simulation
crownOfThorns,johnOfGod,christian,Simulation
crownOfThorns,ssCatherineOfSienna,christian,AttributeSimulation
crownOfThorns,theCrucifiedChrist,christian,AttributeSimulation
crownOfThorns,theDelphicSibyl,generalOrUnknown,AttributeSimulation
crownOfThorns,theMockingOfJesusChrist,christian,Simulation
crossedFingers,hope,generalOrUnknown,Simulation
crossedLegsRightOverLeft,kings,art,Simulation
crossedLegsRightOverLeft,prayer,christian,Simulation
crossedSwords,battle,generalOrUnknown,Simulation
crossedSwords,stPaul,christian,AttributeSimulation
crossingAPerilousBridge,victoryOverDeath,generalOrUnknown,Simulation
crossroads,choice,generalOrUnknown,Simulation
crossroads,ganesha,hindu,AssociationSimulation
crossroads,janus,grecoRoman,AssociationSimulation
crossroads,mysticCenter,generalOrUnknown,Simulation
crossroads,rudra,hindu,AssociationSimulation
crossroads,theMother,generalOrUnknown,Simulation
crossroads,theUnionOfOpposites,generalOrUnknown,Simulation
crossroads,union,generalOrUnknown,Simulation
crowBeforeTheSun,messengerOfTheGods,shintoist,Simulation
crowBeforeTheSun,temple,shintoist,AssociationSimulation
crownAndScepter,david,jewish,AttributeSimulation
crownedEagleAndLion,mercuriusAndSulfurRespectively,alchemic,Simulation
crownOfBayLaurel,homer,generalOrUnknown,AttributeSimulation
crownOfBayLaurel,poets,generalOrUnknown,AttributeSimulation
crownOfBayLaurel,stPaul,christian,AttributeSimulation
crownOfBayLaurel,virgil,generalOrUnknown,AttributeSimulation
crownOfFeathers,nimbus,generalOrUnknown,Simulation
crownOfFeathers,sunRays,generalOrUnknown,Simulation
crownOfFlowers,euterpe,grecoRoman,AttributeSimulation
crownOfFlowers,flora,grecoRoman,AttributeSimulation
crownOfFlowers,melpomene,grecoRoman,AttributeSimulation
crownOfFlowers,terpsichore,grecoRoman,AttributeSimulation
crownOfFlowersHeldInTheHand,theGoldenAge,generalOrUnknown,AttributeSimulation
crownOfFlowersHeldInTheHand,thePersonificationsOfAsia,generalOrUnknown,AttributeSimulation
crownOfLeaves,divinity,generalOrUnknown,Simulation
crownOfLeaves,triumph,generalOrUnknown,Simulation
crownOfLeaves,victory,generalOrUnknown,Simulation
crownOfOliveBranches,peacePersonified,generalOrUnknown,AttributeSimulation
crownOfOliveBranches,stAgnes,christian,AttributeSimulation
crownOfOlivesWithCrownOfWildOlives,theSunAndTheMoon,grecoRoman,Simulation
crownOfRoses,cecilia,christian,Simulation
crownOfRoses,elizabethOfHungary,christian,Simulation
crownOfStars,astarte,sumeroSemitic,AttributeSimulation
crownOfStars,ishtar,sumeroSemitic,AttributeSimulation
camel,patience,generalOrUnknown @ heraldic,Simulation
camel,stamina,christian @ heraldic,Simulation
camel,temperance,christian @ generalOrUnknown,Simulation
camphor,charm,generalOrUnknown,ProtectionSimulation
catSEyeStone,invisibility,assyrian,Simulation
doubleWalnut,andForGoodLuck,italian,Simulation
dough,anEarlyStageOfAProcess,generalOrUnknown,Simulation
doveArisingWithAnOliveBranchInItsMouth,aSoulThatHasMadeItsPeaceWithGod,christian,Simulation
dragonfly,cleanWater,navajo,Simulation
doubleTriangleSixPointedStar,fieryWater,alchemic,Simulation
doubleTriangleSixPointedStar,wateryFire,alchemic,Simulation
dough,naivet,generalOrUnknown,Simulation
dough,potential,generalOrUnknown,Simulation
doveBearingASword,theEndOfWar,japanese,Simulation
doveCarryingAnAmpulla,theBaptismOfClovis,christian,Simulation
doveDrinkingFromACupOrEatingBread,theSoulBeingFedByTheEucharist,christian,Simulation
doveEmbeddedInLead,theSpiritEmbeddedInMatter,generalOrUnknown,Simulation
doveEnteringTheVirginMarySEar,theAttentiveHearingOfTheWordOfGod,christian,Simulation
doveFlyingOverTheWater,creationEspeciallyWhenDoveHasAThreeRayedNimbusAroundItsHead,christian,Simulation
doveHoveringAroundAManSEar,stBernardino,christian,AttributeSimulation
doveIssuingFromOneSMouth,stReparata,christian,AttributeSimulation
doveIssuingFromOneSMouth,theSoulEscapingAtDeath,christian,Simulation
doveOnAFontCover,regenerationThroughTheHolySpirit,christian,Simulation
doveOnAPillar,prophetessesOfDodona,grecoRoman,Simulation
doveOnAPyx,theReservedSacrament,christian,Simulation
doveOnOneSShoulder,creativeImagination,generalOrUnknown,Simulation
dovePerchedOnTheShoulder,divineEnlightenment,christian,Simulation
doveProjectingRaysOfLight,spiritualBlessing,christian,Simulation
dovesInABasket,thePresentationOfChristAtTheTempleUsuallyTheBasketIsCarriedByStJoseph,christian,Simulation
doveWithArk,gladTidings,generalOrUnknown,Simulation
doveWithASerpentSTail,theCombinationOfWisdomAndPeace,christian,Simulation
doveWithATwig,signalOfLandToNoahOnTheArk,jewish,Simulation
doveWithAVialInItsBeak,stRemigius,christian,AttributeSimulation
doveWithDateTree,earthlyFertility,generalOrUnknown,Simulation
doveWithOliveBranch,divinePeace,generalOrUnknown,Simulation
doveWithOliveBranch,thePersonificationOfTheGoldenAge,generalOrUnknown,AttributeSimulation
doveWithPalmBranchInFuneralArt,eternalPeace,generalOrUnknown,Simulation
doveWithStar,venusMylitta,grecoRoman,EmblematicSimulation
dragnet,thePolice,generalOrUnknown,Simulation
dragonAndPhoenix,birthAndDeath,chinese,Simulation
dragonAndTiger,lustfulness,chinese,Simulation
dragonBitingItsTail,theFundamentalUnityOfAllThings,alchemic,Simulation
dragonChainedToARock,andromeda,grecoRoman,AssociationSimulation
dragonfly,hasSupernaturalPowers,zuni,Simulation
dragonfly,infernalAgentOfMischief,generalOrUnknown,Simulation
dragonfly,maleDominance,generalOrUnknown,Simulation
doubleSpiral,theUnionOfHeavenAndEarth,chinese,Simulation
doubleSpiral,yinAndYang,generalOrUnknown,Simulation
doubleThunderbolt,amoghasiddhi,buddhist,AttributeSimulation
doubleTriangle,hexagram,generalOrUnknown,Simulation
doubleTriangleSixPointedStar,theUnionOfOpposites,alchemic,Simulation
doubleVajra,thunderAndLightning,buddhist @ hindu,Simulation
doubleWalnut,headache,italian,Simulation
doubleWalnut,witches,italian,Simulation
dough,immaturity,generalOrUnknown,Simulation
dovecoteOnAPole,nantosuelta,gallic,AttributeSimulation
doveEnteringTheVirginMarySEar,theImmaculateConception,christian,Simulation
doveMeat,aphrodisiac,generalOrUnknown,Simulation
doveOnAPillar,theGreatMother,generalOrUnknown,Simulation
doveOnAWandOrRodTheWandOrRodMayBeFlowering,stJoseph,christian,AttributeSimulation
doveWithAPalmBranchInItsMouth,victoryOverDeath,christian,Simulation
doveWithArk,peace,generalOrUnknown,Simulation
doveWithArk,theDeluge,generalOrUnknown,Simulation
doveWithLily,theAnnunciation,christian,Simulation
doveWithOliveBranch,adonis,grecoRoman,Simulation
doveWithOliveBranch,aphroditeVenus,grecoRoman,Simulation
doveWithOliveBranch,athenaMinerva,grecoRoman,EmblematicSimulation
doveWithOliveBranch,dionysusBacchus,grecoRoman,Simulation
doveWithOliveBranch,eternalLife,generalOrUnknown,Simulation
doveWithOliveBranch,newLife,generalOrUnknown,Simulation
doveWithOliveBranch,peace,generalOrUnknown,Simulation
doveWithOliveBranch,renewalOfLife,grecoRoman,Simulation
doveWithOliveBranch,theDeluge,generalOrUnknown,Simulation
doveWithOliveBranch,victory,generalOrUnknown,Simulation
doveWithOliveBranch,zeusJupiter,grecoRoman,AttributeSimulation
doveWithThreeRayedNimbusOrStarsAroundItsHead,theHolySpirit,christian,Simulation
dragnet,theChurch,christian,Simulation
dragonAndLantern,thePersianSibyl,generalOrUnknown,AttributeSimulation
dragonAndPhoenix,androgyny,chinese,Simulation
dragonAndPhoenix,divinePotentialContainingAllOpposites,chinese,Simulation
dragonAndPhoenix,emperorAndEmpress,chinese,Simulation
dragonAndPhoenix,involutionAndEvolution,chinese,Simulation
dragonAndPhoenix,macrocosmAndMicrocosm,chinese,Simulation
dragonAndPhoenix,unionOfHeavenAndEarth,chinese,Simulation
dragonAndTiger,spiritAndMatter,chinese,Simulation
dragonAndTortoiseBanner,indestructibility,chinese,Simulation
dragonBitingItsOwnTail,time,generalOrUnknown,Simulation
dragonBitingTheHiltOfASword,marsPlanet,generalOrUnknown,EmblematicSimulation
dragonChainedToARock,perseus,grecoRoman,AssociationSimulation
dragonfly,activity,amerindian,Simulation
dragonfly,courage,japanese,Simulation
dragonfly,happiness,japanese,Simulation
dragonfly,immortality,generalOrUnknown,Simulation
dragonfly,instability,chinese,Simulation
dragonfly,irresponsibility,japanese,Simulation
dragonfly,summer,japanese @ chinese,EmblematicSimulation @ Simulation
dragonSTeeth,cadmus,generalOrUnknown @ grecoRoman,AssociationSimulation
dragonSTeeth,warfare,generalOrUnknown @ grecoRoman,AssociationSimulation @ Simulation
dragonInFlames,calcination,alchemic,Simulation
dragonNursingSerpent,ajatar,finnish,Simulation
dragonSlainBoundOrChained,attainingSelfmastery,generalOrUnknown,Simulation
drawingWaterFromAWell,acquiringTruth,generalOrUnknown,Simulation
drawnByFourWhiteHorses,anahitaUsuallyAccompaniedByMithras,mithraic,AttributeSimulation
dream,absenceOfTheConsciousnessOfReality,generalOrUnknown,Simulation
dream,communionWithSpirits,generalOrUnknown,Simulation
drinking,acquiringDivineLifeAndPower,generalOrUnknown,Simulation
drinkingBlood,absorbingThePowerOfWhateverOrWhoeverBled,generalOrUnknown,Simulation
drought,anInertSpiritualCondition,generalOrUnknown,Simulation
drowning,beingOverwhelmedByTheConscienceOrSubconscious,generalOrUnknown,Simulation
dragonGuard,ladon,grecoRoman,Simulation
dragonInTheClouds,watersOfTheDeep,chinese,Simulation
dragonSlainBoundOrChained,overcomingOneSOwnDarkSide,generalOrUnknown,Simulation
dragonSTeeth,seedsOfDissension,generalOrUnknown @ grecoRoman,AssociationSimulation @ Simulation
dragonSTeeth,theAggressivenessOfPervertedLustForDomination,generalOrUnknown,Simulation
dragonUnderfoot,martha,christian,Simulation
dragonWithABallUnderItsFoot,theBodhisattvaOfInstantaneousEnlightenment,buddhist,Simulation
