symbol,label
twoCuckoos,two cuckoos
twoDogs,two dogs
twoDogsEspeciallyWithTwoRavens,"two dogs, especially with two ravens"
twoDogsEspeciallyWithTwoRavens,"two dogs, especially with two ravens"
twoDogsFighting,two dogs fighting
twoDolphinsSwimmingInOppositeDirections,two dolphins swimming in opposite directions
twoDolphinsSwimmingInOppositeDirections,two dolphins swimming in opposite directions
twoDolphinsSwimmingInTheSameDirection,two dolphins swimming in the same direction
twoDovesInADish,two doves in a dish
twoDovesOnACup,two doves on a cup
twoDragonsBackToBack,two dragons back to back
twoDragonsBitingEachOtherSTails,two dragons biting each other’s tails
twoEyesOneOpenedOneClosed,"two eyes, one opened, one closed"
twofacedGod,twofaced god
twoFenghuang,two Fenghuang
twoFingersRaised,two fingers raised
twoFingersRaisedInBlessing,two fingers raised in blessing
twoFingersRaisedInBlessing,two fingers raised in blessing
twoFireBreathingBulls,two fire-breathing bulls
twoGriffins,two griffins
twins,twins
twins,twins
twins,twins
twins,Twins
twins,Twins
twins,Twins
twoDragonsBackToBack,two dragons back to back
twoDragonsDrawingAChariot,two dragons drawing a chariot
twoDragonsDrawingAChariot,two dragons drawing a chariot
twoDragonsDrawingAChariot,two dragons drawing a chariot
twoEdgedSwordBetweenASleepingManAndWoman,two-edged sword between a sleeping man and woman
twoEyesMayAppearWithCrabPincer,two eyes (may appear with crab pincer)
twoEyesOnAPlatterOrCarried,"two eyes on a platter, or carried"
twofacedGod,twofaced god
twoFaces,two faces
twoFaces,two faces
twoFingersRaised,two fingers raised
twoFishesTouchingNoseToTail,two fishes touching nose to tail
twoFishOnAHookWithAPitcher,"two fish on a hook, with a pitcher"
forgetMeNot,forget me not
forgetMeNot,forget-me-not
fourLeafClover,four leaf clover
fourLeafClover,four leaf clover
fourLeafClover,four leaf clover
fourRiversOfParadise,four Rivers of Paradise
fourRiversOfParadise,four Rivers of Paradise
fourRiversOfParadise,four Rivers of Paradise
fourRiversOfParadise,four Rivers of Paradise
fourRiversOfParadise,four Rivers of Paradise
fourRiversOfParadise,four Rivers of Paradise
fourRiversOfParadise,four Rivers of Paradise
fourStags,four stags
fourStags,four stags
fourStags,four stags
fourStags,four stags
fourteenSheaves,fourteen sheaves
fourteenSheaves,fourteen sheaves
fourteenSheaves,fourteen sheaves
fourWings,four wings
fourWings,four wings
fourWings,four wings
fourWings,four wings
fourWings,four wings
foxfire,foxfire
foxfire,foxfire
foxfire,foxfire
foxfire,foxfire
franklinBenjamin,"Franklin, Benjamin"
franklinBenjamin,"Franklin, Benjamin"
franklinBenjamin,"Franklin, Benjamin"
franklinBenjamin,"Franklin, Benjamin"
wind,wind
wind,wind
wind,wind
wind,wind
wind,wind
wind,wind
windAndRain,wind and rain
windBaptism,wind baptism
windingSheet,winding sheet
windingStairs,winding stairs
windmillWithABalance,windmill with a balance
windmillWithShipAndFish,windmill with ship and fish
wine,wine
wine,wine
wine,wine
wine,wine
wine,wine
wine,wine
wine,Wine
wine,Wine
wine,Wine
wine,Wine
wine,Wine
wine,Wine
wineAndBread,wine and bread
wineAndBread,wine and bread
wineAndWater,wine and water
wineAndWater,wine and water
wineAsIntoxicant,wine as intoxicant
winePress,wine press
winePress,wine press
winePress,wine press
wingedAndBeardedManWithConch,winged and bearded man with conch
wingedAndBeardedManWithConch,winged and bearded man with conch
wingedAnimals,winged animals
wingedBoar,winged boar
wingedBull,winged bull
wingedBull,winged bull
wingedChild,winged child
wingedChild,winged child
wingedChildSHead,winged child’s head
wingedDeacon,winged deacon
wingedDragonWithEagleSLegs,winged dragon with eagle’s legs
wingedElephant,winged elephant
wingedHand,winged hand
wingedHourglass,winged hourglass
wingedInfant,winged infant
wingedInfantSHead,winged infant’s head
wingedOrb,winged orb
wingedScroll,winged scroll
wingedSerpentWithEagleSLegs,winged serpent with eagle’s legs
wingedShoes,winged shoes
wingedShoesAndOrHat,winged shoes and/or hat
wingedShoesAndOrHat,winged shoes and/or hat
wingedSoldier,winged soldier
wingedStag,winged stag
wingedWheelsWithinWheels,winged wheels within wheels
winglessDragon,wingless dragon
winglessDragon,wingless dragon
winglessSerpent,wingless serpent
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
fivepetaledLotus,fivepetaled lotus
fivepetaledLotus,fivepetaled lotus
fivePointedStar,five-pointed star
fivePointedStar,five-pointed star
fivePointedStar,five-pointed star
fivePointedStar,five-pointed star
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
wings,Wings
winnowing,winnowing
winnowing,winnowing
winnowing,winnowing
winter,Winter
winter,Winter
winter,Winter
winter,Winter
winter,Winter
winter,Winter
winter,Winter
winter,Winter
withCrossOrSwords,with cross or swords
withCrossOrSwords,with cross or swords
withDagger,with dagger
withDragonUnderfoot,with dragon underfoot
withEncirclingFightingDragons,with encircling fighting dragons
witheredPlant,withered plant
witheredTree,withered tree
witheredWhiteRose,withered white rose
witheringBayTree,withering bay tree
withFlamesAtHisFeet,with flames at his feet
withHeartOrLily,with heart or lily
withInstrumentsOfThePassion,with instruments of the Passion
withLily,with lily
withLily,with lily
withMartyrSPalm,with martyr’s palm
withMonstrance,with monstrance
withMonstrance,with monstrance
withPeepingTom,with Peeping Tom
withRobin,with robin
withRopeOnIt,with rope on it
withScroll,with scroll
withScrollAndBook,with scroll and book
withSerpentAroundIt,with serpent around it
withSerpentAroundItAtTheFeetOfTheVirginMary,with serpent around it at  the  feet of the Virgin Mary
withSevenBlooms,with seven blooms
withSickle,with sickle
withStaffAndGourd,with staff and gourd
withSword,with sword
withSwordPiercingABook,with sword piercing a book
withSwordPiercingHisSkullOrHand,with sword piercing his skull or hand
withTheSleevesChestAndHemEmbroidered,"with the sleeves, chest, and hem embroidered"
withThreeChildrenInATub,with three children in a tub
withTrianglesAtTheEndOfEachArm,with triangles at the end of each arm
withTrumpet,with trumpet
withWings,with wings
woden,Woden
wolfDevouringChildren,wolf devouring children
wolfsbane,wolfsbane
wolfsbane,wolfsbane
wolfsbane,wolfsbane
wolfsbane,wolfsbane
wolfsbane,wolfsbane
wolfsbane,wolfsbane
wolfWithEagle,wolf with eagle
wolfWithHumanEyes,wolf with human eyes
wolfWithLamb,wolf with lamb
wolfWithLion,wolf with lion
woman,woman
woman,woman
woman,woman
woman,woman
woman,woman
womanAndInfantInAChest,woman and infant in a chest
womanAndInfantInAChest,woman and infant in a chest
womanAsCaptive,woman as captive
womanBeingThreatenedByASoldierWithAnArrow,woman being threatened by a soldier with an arrow
womanChainedToARockAttackedByAMonster,"woman chained to a rock, attacked by a monster"
womanChainedToARockAttackedByAMonster,"woman chained to a rock, attacked by a monster"
womanDrinkingFromACup,woman drinking from a cup
womanExpressingMilkFromHerBreasts,woman expressing milk from her breasts
womanHammeringATentPegIntoASoldierSHead,woman hammering a tent peg into a soldier’s head
womanHoldingABoatInHerHand,woman holding a boat in her hand
womanInLinen,woman in linen
womanLooseningHerGirdle,woman loosening her girdle
womanNursingAnOldMan,woman nursing an old man
womanNursingMoreThanOneChild,woman nursing more than one child
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torch,Torch
torchCrossedWithASword,torch crossed with a sword
torchHeldByADog,torch held by a dog
torchHeldByAWomanTiedToAStake,torch held by a woman tied to a stake
torchHeldInTheHand,torch held in the hand
torchInNativityScenes,torch in Nativity scenes
toriiGate,torii gate
toriiGate,torii gate
torrentialRain,torrential rain
torrentialRain,torrential rain
tortoiseAndCrane,tortoise and crane
tortoiseshellCat,tortoiseshell cat
tortoiseWithAFlamingTail,tortoise with a flaming tail
tossingHairClippingsOverboardDuringAStorm,tossing hair clippings overboard during a storm
tossingNailClippingsOverboardDuringAStorm,tossing nail clippings overboard during a storm
totem,totem
totem,totem
touch,touch
touch,Touch
touchingOrKnockingOnWood,touching or knocking on wood
touchingTheHemOfSomeoneSGarment,touching the hem of someone’s garment
touchingWood,touching wood
tourmaline,tourmaline
tourmaline,tourmaline
tourmaline,tourmaline
tourmaline,tourmaline
tourmaline,tourmaline
yew,yew
yew,yew
yew,yew
yew,yew
yewWreath,yew wreath
yggdrasil,Yggdrasil
yggdrasil,Yggdrasil
yggdrasil,Yggdrasil
yggdrasil,Yggdrasil
noahSArk,Noah’s ark
noahSArk,Noah’s ark
noahSArk,Noah’s Ark
noahSArk,Noah’s Ark
noahSRaven,Noah’s raven
noahSRaven,Noah’s raven
noahSRaven,Noah’s raven
noddingTheHead,nodding the head
noddingTheHead,nodding the head
noddingTheHead,nodding the head
noose,noose
noose,noose
noose,noose
noose,noose
noose,noose
noose,noose
noose,noose
noose,noose
noose,noose
noose,noose
noose,noose
noose,noose
noose,noose
noose,noose
noose,noose
nordic,Nordic
nordic,Nordic
nordic,Nordic
northAmerican,North American
northAmerican,North American
northAmerican,North American
northernCardinal,Northern cardinal
northernCardinal,Northern cardinal
northernCardinal,Northern cardinal
northernCardinal,Northern cardinal
northernCardinal,Northern cardinal
northernCardinal,Northern cardinal
northernCardinal,Northern cardinal
northernMockingbird,Northern mockingbird
northernMockingbird,Northern mockingbird
northernMockingbird,Northern mockingbird
northernMockingbird,Northern mockingbird
northernMockingbird,Northern mockingbird
northStar,North Star
northStar,North Star
northStar,North Star
northStar,North Star
northWind,North wind
northWind,North wind
northWind,North wind
northWind,North wind
northWind,North wind
nuditasCriminalis,nuditas criminalis
nuditasCriminalis,nuditas criminalis
nuditasCriminalis,nuditas criminalis
nuditasCriminalis,nuditas criminalis
nuditasTemporalis,nuditas temporalis
nuditasTemporalis,nuditas temporalis
nuditasTemporalis,nuditas temporalis
nuditasVirtualis,nuditas virtualis
nuditasVirtualis,nuditas virtualis
nuditasVirtualis,nuditas virtualis
nuditasVirtualis,nuditas virtualis
number,number
number,number
number,number
o,O
o,O
o,O
o,O
o,O
o,O
o,O
o,O
o,O
o,O
o,O
o,O
o,O
o,O
o,O
o,O
o,O
o,O
oakAndMistletoe,oak and mistletoe
oakAndMistletoe,oak and mistletoe
oakAndMistletoe,oak and mistletoe
oakLeaf,oak leaf
oakLeaf,oak leaf
oakLeafAndAcornWreath,oak leaf and acorn wreath
oakWreath,oak wreath
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willow,willow
willowBasket,willow basket
willowSwitch,willow switch
willowSwitch,willow switch
wimple,wimple
wind,wind
wind,wind
wind,wind
wind,wind
wind,wind
wind,wind
wind,wind
wind,wind
wind,wind
wind,wind
wind,wind
wind,wind
wind,wind
fieryChariot,fiery chariot
fieryChariot,fiery chariot
fieryChariot,fiery chariot
fieryChariot,fiery chariot
fieryChariotAndHorses,fiery chariot and horses
fieryChariotAndHorses,fiery chariot and horses
fierySerpent,fiery serpent
fierySerpent,fiery serpent
figLeaf,fig leaf
figLeaf,fig leaf
figLeaf,fig leaf
figLeaf,fig leaf
figLeaf,fig leaf
figLeaf,fig leaf
figLeaf,fig leaf
figTreeAndVine,fig tree and vine
figTreeAndVine,fig tree and vine
figTreeAndVine,fig tree and vine
filledBowl,filled bowl
filledBowl,filled bowl
filledBowl,filled bowl
fineLinen,fine linen
fineLinen,fine linen
fineLinen,fine linen
fingerAndThumbOfBuddhaSHandTouchingEachOther,finger and thumb of Buddha’s hand touching each other
fingerAndThumbOfBuddhaSHandTouchingEachOther,finger and thumb of Buddha’s hand touching each other
fingerAndThumbOfBuddhaSHandTouchingEachOther,finger and thumb of Buddha’s hand touching each other
fingerOnTheMouth,finger on the mouth
fingerOnTheMouth,finger on the mouth
fingerOnTheMouth,finger on the mouth
fingerOnTheMouth,finger on the mouth
fingerSnapping,finger snapping
fingerSnapping,finger snapping
fingerSnapping,finger snapping
fingerToTheMouth,finger to the mouth
fingerToTheMouth,finger to the mouth
fingerToTheMouth,finger to the mouth
fireElement,fire element
fireElement,fire element
fireElement,fire element
fireElement,fire element
fireElement,fire element
fireElement,fire element
fireElement,fire element
fireElement,fire element
fireElement,fire element
fireElement,fire element
fireElement,fire element
fireElement,fire element
fireElement,fire element
firefly,firefly
firefly,firefly
firefly,firefly
firefly,firefly
firefly,firefly
garlic,garlic
garlic,garlic
garlic,garlic
garlic,garlic
garlic,garlic
garlic,garlic
garlic,garlic
garlic,garlic
garlic,garlic
garmentOfPalmLeaves,garment of palm leaves
garmentOfPalmLeaves,garment of palm leaves
garmentOfPalmLeaves,garment of palm leaves
garmentOfPalmLeaves,garment of palm leaves
garmentOfPalmLeaves,garment of palm leaves
garmentOfPalmLeaves,garment of palm leaves
garmentOfPalmLeaves,garment of palm leaves
wavesOcean,waves (ocean)
wavesOcean,waves (ocean)
wavesOcean,waves (ocean)
wavesOcean,waves (ocean)
wax,wax
wax,wax
weapon,weapon
weapon,weapon
weapon,weapon
weapon,weapon
weapon,weapon
weatherCockWeatherVane,"weather cock, weather vane"
weatherCockWeatherVane,"weather cock, weather vane"
weatherCockWeatherVane,"weather cock, weather vane"
well,well
well,well
well,well
well,well
well,well
well,well
well,well
well,well
well,well
well,well
well,well
well,well
well,well
well,well
well,well
well,well
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
west,West
westernTribes,western tribes
westWind,West wind
wetHair,wet hair
wheat,wheat
wheat,wheat
wheat,wheat
wheat,wheat
wheat,wheat
wheat,wheat
wheat,wheat
wheat,wheat
wheat,wheat
wheat,wheat
wheat,Wheat
wheat,Wheat
wheat,Wheat
wheat,Wheat
wheat,Wheat
wheat,Wheat
wheat,Wheat
wheat,Wheat
wheat,Wheat
wheat,Wheat
wheatAndTares,wheat and tares
wheatEar,wheat ear
wheatStack,wheat stack
wheatWithVine,wheat with vine
wheel,wheel
wheel,wheel
wheel,wheel
wheel,wheel
wheel,wheel
wheel,wheel
timbrel,timbrel
timbrel,timbrel
timbrel,timbrel
time,time
time,time
tiresias,Tiresias
tiresias,Tiresias
tisiphone,Tisiphone
titans,Titans
titans,Titans
titans,Titans
titans,Titans
titans,Titans
toadAsASteed,toad as a steed
toadEatingFemaleGenitalia,toad eating female genitalia
toadHangingFromAWomanSBreasts,toad hanging from a woman’s breasts
toadHangingFromTheBreastsOfAWomanOrEatingFemaleGenitalia,toad hanging from the breasts of a woman or eating female genitalia
tobacco,tobacco
tobacco,tobacco
toBuryAHatchet,to bury a hatchet
toBuryATomahawk,to bury a tomahawk
togavirilis,toga virilis
togavirilis,toga virilis
tomahawk,tomahawk
tomahawk,tomahawk
tomb,tomb
tomb,tomb
tomb,tomb
tomb,tomb
tomb,tomb
tomb,tomb
tomb,tomb
tomb,tomb
tomb,tomb
tomb,tomb
tomb,tomb
tomb,tomb
tombShapedAltar,tomb-shaped altar
tombShapedAltar,tomb-shaped altar
tombShapedLikeABeehive,tomb shaped like a beehive
tongs,tongs
tongs,tongs
tongs,tongs
tongs,Tongs
tongs,Tongs
tongs,Tongs
urn,urn
urn,Urn
utah,Utah
vajra,vajra
vajra,vajra
vajra,vajra
vajra,vajra
vajra,vajra
vajra,vajra
vajra,Vajra
vajra,Vajra
vajra,Vajra
vajra,Vajra
vajra,Vajra
vajra,Vajra
valerian,valerian
valerian,valerian
valley,valley
valley,valley
